sample_id,location_id,patch_id,year_a,year_b,ndvi_a,ndvi_b,delta_ndvi,label,path
0,accra_01,0,2019,2023,0.7291098833084106,0.6816153526306152,-0.04749453067779541,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000000.npz
1,accra_01,1,2019,2023,0.6881622076034546,0.3207527697086334,-0.36740943789482117,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000001.npz
2,accra_01,2,2019,2023,0.6596329212188721,0.6371511220932007,-0.022481799125671387,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000002.npz
3,accra_01,3,2019,2023,0.6953187584877014,0.6989026069641113,0.003583848476409912,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000003.npz
4,accra_01,4,2019,2023,0.7486468553543091,0.6786271333694458,-0.07001972198486328,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000004.npz
5,accra_01,5,2019,2023,0.6430462598800659,0.48097291588783264,-0.16207334399223328,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000005.npz
6,accra_01,6,2019,2023,0.7191177010536194,0.6428806781768799,-0.0762370228767395,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000006.npz
7,accra_01,7,2019,2023,0.7128887176513672,0.595162034034729,-0.11772668361663818,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000007.npz
8,accra_01,8,2019,2023,0.6516973376274109,0.6979749798774719,0.046277642250061035,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000008.npz
9,accra_01,9,2019,2023,0.7169981002807617,0.5352301597595215,-0.18176794052124023,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000009.npz
10,accra_01,10,2019,2023,0.645952582359314,0.5923128128051758,-0.053639769554138184,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000010.npz
11,accra_01,11,2019,2023,0.6639999151229858,0.4144623279571533,-0.24953758716583252,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000011.npz
12,accra_01,12,2019,2023,0.7402306795120239,0.47002071142196655,-0.2702099680900574,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000012.npz
13,accra_01,13,2019,2023,0.6657983660697937,0.5925198197364807,-0.07327854633331299,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000013.npz
14,accra_01,14,2019,2023,0.6570025682449341,0.5880613327026367,-0.06894123554229736,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000014.npz
15,accra_01,15,2019,2023,0.6535782217979431,0.477120965719223,-0.1764572560787201,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000015.npz
16,addis_01,0,2019,2023,0.5427135229110718,0.36351412534713745,-0.17919939756393433,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000016.npz
17,addis_01,1,2019,2023,0.6129224896430969,0.6692724823951721,0.056349992752075195,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000017.npz
18,addis_01,2,2019,2023,0.4416293203830719,0.6381740570068359,0.19654473662376404,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000018.npz
19,addis_01,3,2019,2023,0.5903687477111816,0.5959112644195557,0.0055425167083740234,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000019.npz
20,addis_01,4,2019,2023,0.5551377534866333,0.690605878829956,0.13546812534332275,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000020.npz
21,addis_01,5,2019,2023,0.6115256547927856,0.6537311673164368,0.04220551252365112,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000021.npz
22,addis_01,6,2019,2023,0.6055469512939453,0.6245173215866089,0.018970370292663574,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000022.npz
23,addis_01,7,2019,2023,0.6644906997680664,0.6687846779823303,0.004293978214263916,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000023.npz
24,addis_01,8,2019,2023,0.6781400442123413,0.6339366436004639,-0.04420340061187744,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000024.npz
25,addis_01,9,2019,2023,0.6509599089622498,0.6229321956634521,-0.028027713298797607,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000025.npz
26,addis_01,10,2019,2023,0.6717174649238586,0.5870587229728699,-0.08465874195098877,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000026.npz
27,addis_01,11,2019,2023,0.6725490093231201,0.38905471563339233,-0.2834942936897278,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000027.npz
28,addis_01,12,2019,2023,0.7022063732147217,0.6983139514923096,-0.0038924217224121094,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000028.npz
29,addis_01,13,2019,2023,0.5509685277938843,0.6836970448493958,0.13272851705551147,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000029.npz
30,addis_01,14,2019,2023,0.6719093918800354,0.5722457766532898,-0.0996636152267456,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000030.npz
31,addis_01,15,2019,2023,0.6505498290061951,0.7007277607917786,0.050177931785583496,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000031.npz
32,auckland_01,0,2019,2023,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000032.npz
33,auckland_01,1,2019,2023,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000033.npz
34,auckland_01,2,2019,2023,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000034.npz
35,auckland_01,3,2019,2023,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000035.npz
36,auckland_01,4,2019,2023,0.06561939418315887,-0.11234496533870697,-0.17796435952186584,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000036.npz
37,auckland_01,5,2019,2023,-0.0052308691665530205,-0.033369846642017365,-0.028138977475464344,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000037.npz
38,auckland_01,6,2019,2023,0.04803992807865143,-0.12858499586582184,-0.17662492394447327,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000038.npz
39,auckland_01,7,2019,2023,-0.13705942034721375,-0.012460308149456978,0.12459911219775677,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000039.npz
40,auckland_01,8,2019,2023,0.045077845454216,-0.3820057511329651,-0.4270835965871811,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000040.npz
41,auckland_01,9,2019,2023,-0.14140494167804718,-0.2251375913619995,-0.08373264968395233,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000041.npz
42,auckland_01,10,2019,2023,0.03165056183934212,-0.03731516748666763,-0.06896572932600975,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000042.npz
43,auckland_01,11,2019,2023,0.0743204802274704,-0.03264811262488365,-0.10696859285235405,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000043.npz
44,auckland_01,12,2019,2023,-0.03547973558306694,-0.3840755820274353,-0.34859584644436836,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000044.npz
45,auckland_01,13,2019,2023,-0.1741448938846588,-0.21017296612262726,-0.036028072237968445,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000045.npz
46,auckland_01,14,2019,2023,-0.026119237765669823,-0.1709170639514923,-0.1447978261858225,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000046.npz
47,auckland_01,15,2019,2023,-0.004487145226448774,-0.10610737651586533,-0.10162023128941655,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000047.npz
48,bangalore_01,0,2019,2023,0.29021942615509033,0.4617474675178528,0.17152804136276245,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000048.npz
49,bangalore_01,1,2019,2023,0.4019913375377655,0.47972428798675537,0.07773295044898987,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000049.npz
50,bangalore_01,2,2019,2023,0.5364285707473755,0.46019527316093445,-0.07623329758644104,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000050.npz
51,bangalore_01,3,2019,2023,0.53984135389328,0.48363447189331055,-0.05620688199996948,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000051.npz
52,bangalore_01,4,2019,2023,0.23601646721363068,0.5290683507919312,0.2930518835783005,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000052.npz
53,bangalore_01,5,2019,2023,0.26961398124694824,0.49532344937324524,0.225709468126297,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000053.npz
54,bangalore_01,6,2019,2023,0.3750978708267212,0.45052510499954224,0.07542723417282104,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000054.npz
55,bangalore_01,7,2019,2023,0.5027307271957397,0.45799970626831055,-0.0447310209274292,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000055.npz
56,bangalore_01,8,2019,2023,0.22284388542175293,0.4858972430229187,0.26305335760116577,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000056.npz
57,bangalore_01,9,2019,2023,0.27835696935653687,0.4998707175254822,0.2215137481689453,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000057.npz
58,bangalore_01,10,2019,2023,0.4055541157722473,0.5781645774841309,0.17261046171188354,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000058.npz
59,bangalore_01,11,2019,2023,0.3368520140647888,0.4633268713951111,0.12647485733032227,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000059.npz
60,bangalore_01,12,2019,2023,0.25533127784729004,0.5292936563491821,0.2739623785018921,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000060.npz
61,bangalore_01,13,2019,2023,0.3696260452270508,0.37681907415390015,0.007193028926849365,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000061.npz
62,bangalore_01,14,2019,2023,0.42797720432281494,0.447903037071228,0.019925832748413086,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000062.npz
63,bangalore_01,15,2019,2023,0.32023900747299194,0.3901614844799042,0.06992247700691223,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000063.npz
64,beijing_01,0,2019,2023,0.4284447133541107,0.3712512254714966,-0.057193487882614136,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000064.npz
65,beijing_01,1,2019,2023,0.49886631965637207,0.4972546696662903,-0.0016116499900817871,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000065.npz
66,beijing_01,2,2019,2023,0.4936835765838623,0.527687668800354,0.0340040922164917,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000066.npz
67,beijing_01,3,2019,2023,0.587644636631012,0.5839804410934448,-0.0036641955375671387,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000067.npz
68,beijing_01,4,2019,2023,0.5611803531646729,0.5395826101303101,-0.021597743034362793,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000068.npz
69,beijing_01,5,2019,2023,0.49483925104141235,0.4920344054698944,-0.0028048455715179443,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000069.npz
70,beijing_01,6,2019,2023,0.5105477571487427,0.522750735282898,0.012202978134155273,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000070.npz
